id,Model Year,Make,Model,Vehicle Class,Engine Size (L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Hwy (L/100 km),Comb (L/100 km),Comb (mpg),CO2 Emissions (g/km),Smog
1eaf17d58b0,2022,Ford,Bronco Raptor 4WD,SUV: Standard,3.0,6,AS10,X,15.7,14.8,15.3,18,358,3
daf99fe8002,2022,Land Rover,Range Rover P400,SUV: Standard,3.0,6,AS8,Z,13.3,10.2,11.9,24,279,4
2fdeb57c0d9,2022,Lamborghini,Aventador Ultimae Roadster,Two-seater,6.5,12,AM7,Z,26.8,15.1,21.5,13,498,0
6840f83115b,2022,Subaru,Impreza 5-Door AWD,Station wagon: Small,2.0,4,AV7,X,8.4,6.6,7.6,37,178,4
e38433dd427,2022,Aston Martin,DB11 V12,Minicompact,5.2,12,A8,Z,16.4,10.7,13.8,20,324,1
29325b2cff3,2022,BMW,X6 M Competition,SUV: Standard,4.4,8,AS8,Z,17.9,13.0,15.7,18,364,1
42432bdf09f,2022,Ford,F-150 FFV (Without Stop-Start),Pickup truck: Standard,5.0,8,AS10,E,20.1,14.1,17.4,16,289,2
5172c4f64f1,2022,Chrysler,Pacifica,Minivan,3.6,6,A9,X,12.4,8.4,10.6,27,249,2
819f5fc751c,2022,Porsche,911 Carrera 4 GTS Cabriolet,Minicompact,3.0,6,M7,Z,14.7,10.2,12.7,22,296,2
65537259170,2022,Toyota,Tundra,Pickup truck: Standard,3.4,6,AS10,X,13.1,10.1,11.8,24,277,2
ce7365d9cc2,2022,Chevrolet,Colorado ZR2 4WD,Pickup truck: Small,3.6,6,A8,X,15.0,13.0,14.1,20,329,3
77e525e0298,2022,BMW,X3 M Competition,SUV: Small,3.0,6,AS8,Z,15.7,11.7,13.9,20,323,1
021b65a06a7,2022,Land Rover,Range Rover Velar P400,SUV: Small,3.0,6,AS8,Z,12.6,9.6,11.3,25,265,4
cc2a0956652,2022,Chevrolet,Camaro SS,Subcompact,6.2,8,M6,Z,14.9,9.9,12.6,22,296,0
1318a48abac,2022,Ford,Escape Hybrid AWD,SUV: Small,2.5,4,AV,X,5.5,6.4,5.9,48,139,4
603aff0fe7b,2022,MINI,Cooper S Countryman ALL4,Mid-size,2.0,4,AS8,Z,10.4,7.5,9.1,31,212,4
5073fb479e7,2022,Mercedes-Benz,AMG GLE 63 S 4MATIC+ Coupe,SUV: Standard,4.0,8,A9,Z,16.4,12.8,14.8,19,346,2
ad0323a6670,2022,Mercedes-Benz,E 450 4MATIC Cabriolet,Subcompact,3.0,6,A9,Z,11.2,8.4,9.9,29,233,3
f8c58bbe669,2022,Mazda,Mazda3 5-Door (SIL),Mid-size,2.5,4,M6,X,9.6,7.1,8.4,34,198,4
fc15198697b,2022,Toyota,GR86,Minicompact,2.4,4,AS6,Z,11.1,7.7,9.6,29,224,1
141dd814f16,2022,Jeep,Gladiator 4X4 Rubicon EcoDiesel,Pickup truck: Standard,3.0,6,A8,D,11.0,8.7,10.0,28,271,0
65db3dcf7ef,2022,Volkswagen,Taos,SUV: Small,1.5,4,A8,X,8.4,6.6,7.6,37,178,4
e909d544a83,2022,Audi,RS 5 Coupe quattro,Subcompact,2.9,6,AS8,Z,13.0,9.4,11.4,25,267,2
a54dcf8b6da,2022,Subaru,Impreza 4-Door AWD,Mid-size,2.0,4,M5,X,10.1,7.5,9.0,31,209,4
7be728d1f14,2022,Cadillac,CT5-V,Mid-size,3.0,6,AS10,Z,12.8,8.7,11.0,26,258,2
e84a4cb92ff,2022,Rolls-Royce,Ghost Black Badge,Full-size,6.7,12,AS8,Z,19.9,12.7,16.7,17,387,1
3526cf77938,2022,Chevrolet,Blazer,SUV: Small,2.0,4,A9,X,10.6,8.0,9.4,30,221,4
850b4345f62,2022,Aston Martin,DB11 V8,Minicompact,4.0,8,A8,Z,13.0,9.8,11.5,25,271,2
590b47ca458,2022,Jeep,Cherokee 4X4 Active Drive I,SUV: Small,2.4,4,A9,X,11.2,8.0,9.8,29,230,3
5264b1b587c,2022,Audi,RS 7 Sportback quattro,Mid-size,4.0,8,AS8,Z,16.0,10.5,13.5,21,315,1
da4c4c36668,2022,Volkswagen,Atlas 4MOTION,SUV: Small,2.0,4,AS8,X,11.5,9.5,10.6,27,249,1
53351379b01,2022,Porsche,911 GT3 Touring,Two-seater,4.0,6,M6,Z,16.9,13.1,15.2,19,354,1
a60eff3dea6,2022,Jeep,Compass 4X4,SUV: Small,2.4,4,A9,X,10.8,7.8,9.5,30,222,3
dc0a4125f00,2022,Mazda,Mazda3 5-Door 4WD,Mid-size,2.5,4,AS6,X,9.5,7.4,8.6,33,200,4
409fd56fc19,2022,Hyundai,Tucson AWD,SUV: Small,2.5,4,AS8,X,9.9,8.0,9.0,31,214,2
eb83f50ff13,2022,Ford,Bronco Badlands 4WD,SUV: Small,2.3,4,M7,X,14.9,13.5,14.3,20,336,2
fb68442243b,2022,Subaru,Impreza 4-Door AWD,Mid-size,2.0,4,AV7,X,8.3,6.4,7.4,38,174,4
fb2d52d59d8,2022,Mercedes-Benz,AMG GLA 35 4MATIC SUV,Station wagon: Small,2.0,4,AM8,Z,11.0,8.4,9.8,29,230,2
ebac417d419,2022,Chevrolet,Silverado 4WD ZR2,Pickup truck: Standard,6.2,8,A10,Z,16.7,14.1,15.5,18,366,3
de85e6a9078,2022,Audi,A5 Coupe 45 TFSI quattro,Subcompact,2.0,4,AM7,Z,9.8,7.6,8.8,32,205,2
4d6b53a1434,2022,Nissan,Qashqai,Station wagon: Small,2.0,4,M6,X,10.0,7.9,9.1,31,213,3
da176c8b0fe,2022,Honda,Accord Hybrid Sport/Touring,Full-size,2.0,4,AV,X,5.3,5.7,5.5,51,129,4
779975bb891,2022,Toyota,RAV4,SUV: Small,2.5,4,AS8,X,8.8,6.8,7.9,36,184,4
76ee55f9bef,2022,Ford,Transit Connect Van FFV,Special purpose vehicle,2.0,4,AS8,E,13.3,11.9,12.7,22,211,2
43bca081ce1,2022,Chevrolet,Suburban,SUV: Standard,5.3,8,A10,X,15.8,11.8,14.0,20,327,3
136654edb40,2022,Audi,Q5 Sportback 45 TFSI quattro,SUV: Small,2.0,4,AM7,Z,10.3,8.4,9.4,30,220,2
60186b2e61b,2022,Toyota,Tundra 4WD,Pickup truck: Standard,3.4,6,AS10,X,13.6,10.4,12.2,23,285,2
1b0b143f142,2022,Genesis,G90 AWD,Full-size,5.0,8,AS8,Z,15.0,10.1,12.8,22,303,2
2609059a028,2022,Hyundai,Kona AWD,SUV: Small,2.0,4,AV,X,8.5,7.2,7.9,36,187,4
63e41cc8633,2022,Toyota,Tundra Hybrid 4WD,Pickup truck: Standard,3.4,6,AS10,X,12.7,10.5,11.7,24,274,2
2848cc3a6cf,2022,Porsche,Cayenne,SUV: Standard,3.0,6,AS8,Z,13.8,10.7,12.4,23,289,2
6c1833776fe,2022,Mercedes-Benz,GLE 450 4MATIC SUV,SUV: Standard,3.0,6,A9,Z,11.4,9.3,10.4,27,244,3
83a42316b76,2022,Chevrolet,Malibu,Mid-size,1.5,4,AV,X,8.2,6.6,7.5,38,175,4
6f0c8005bab,2022,Porsche,Cayenne S Coupe,SUV: Standard,2.9,6,AS8,Z,14.4,11.2,13.0,22,305,2
3a98deb3c65,2022,Porsche,Panamera 4,Full-size,2.9,6,AM8,Z,12.8,9.8,11.5,25,274,2
5226676e788,2022,Jaguar,F-TYPE P450 Coupe AWD,Two-seater,5.0,8,AS8,Z,15.2,9.8,12.7,22,299,1
e525f9d0e7c,2022,Toyota,Venza AWD,SUV: Small,2.5,4,AV,X,5.9,6.4,6.1,46,142,4
e844229cceb,2022,Porsche,911 Carrera GTS,Minicompact,3.0,6,M7,Z,13.5,9.8,11.9,24,276,2
8212a9d83c1,2022,Land Rover,Defender 110 P400,SUV: Standard,3.0,6,AS8,Z,13.5,10.8,12.3,23,287,4
2f99054688f,2022,Toyota,Tundra Hybrid 4WD TRD PRO,Pickup truck: Standard,3.4,6,AS10,X,12.9,11.6,12.3,23,287,2
521024d5c0b,2022,Cadillac,Escalade 4WD,SUV: Standard,6.2,8,A10,Z,16.3,12.7,14.7,19,345,3
267185e5436,2022,Toyota,RAV4 (Stop/Start),SUV: Small,2.5,4,AS8,X,8.5,6.8,7.7,37,180,4
5f1509bc8de,2022,Cadillac,CT4-V Blackwing,Compact,3.6,6,M6,Z,15.2,10.2,13.0,22,303,2
970284761f8,2022,Mazda,Mazda3 4-Door Turbo 4WD,Compact,2.5,4,AS6,X,10.1,7.3,8.8,32,207,2
23285799421,2022,Mercedes-Benz,AMG E 53 4MATIC+ Cabriolet,Subcompact,3.0,6,A9,Z,12.0,8.9,10.6,27,247,3
ab0ba8de1b0,2022,MINI,Cooper S 5 Door,Subcompact,2.0,4,M6,Z,10.5,7.3,9.1,31,211,4
c57ea4ef6ce,2022,BMW,X2 xDrive28i,SUV: Small,2.0,4,AS8,Z,9.9,7.6,8.8,32,207,4
10963d1e356,2022,Chevrolet,Spark,Subcompact,1.4,4,AV,X,7.7,6.2,7.0,40,165,2
f743450fa38,2022,Mazda,MX-5,Two-seater,2.0,4,AS6,Z,9.0,6.6,7.9,36,186,1
3bbd4cf3e66,2022,BMW,M8 Coupe,Subcompact,4.4,8,AS8,Z,16.1,11.0,13.8,20,322,1
93558c07172,2022,GMC,Yukon 4WD,SUV: Standard,5.3,8,A10,X,15.8,11.8,14.0,20,327,3
b66eeb839a9,2022,GMC,Yukon (No Stop-Start),SUV: Standard,5.3,8,A10,X,16.0,11.9,14.1,20,332,3
11353a00a78,2022,MINI,Cooper Convertible,Minicompact,1.5,3,M6,Z,8.7,6.3,7.6,37,177,4
d85c9fbcefa,2022,Land Rover,New Range Rover P530,SUV: Standard,4.4,8,AS8,Z,15.1,11.1,13.3,21,316,2
cd860cfd059,2022,Nissan,Pathfinder 4WD,SUV: Small,3.5,6,AS9,X,11.6,9.2,10.5,27,246,2
1fb45294c8e,2022,BMW,X4 M Competition,SUV: Small,3.0,6,AS8,Z,15.7,11.7,13.9,20,323,1
0596e9372fb,2022,Audi,S5 Coupe quattro,Subcompact,3.0,6,AS8,Z,11.1,8.0,9.7,29,227,2
0fcaa5a6c81,2022,Cadillac,CT4-V Blackwing,Compact,3.6,6,AS10,Z,15.0,9.7,12.6,22,297,2
b44a12a5cf6,2022,GMC,Sierra 4WD,Pickup truck: Standard,5.3,8,A8,X,15.6,11.9,13.9,20,327,3
347b5174a5b,2022,Toyota,GR Supra 3.0,Two-seater,3.0,6,AS8,Z,10.6,8.0,9.4,30,218,2
6d81ad294d6,2022,Chevrolet,Silverado 4WD FFV,Pickup truck: Standard,5.3,8,A6,X,16.5,12.8,14.8,19,347,1
0abb9278442,2022,Mazda,CX-5 4WD (Cylinder Deactivation),SUV: Small,2.5,4,AS6,X,9.9,7.9,9.0,31,209,3
9dbc7292ebc,2022,Porsche,911 Targa 4S,Minicompact,3.0,6,M7,Z,13.7,9.8,11.9,24,278,2
fe606606570,2022,Nissan,Murano AWD,Station wagon: Mid-size,3.5,6,AV7,X,12.0,8.5,10.4,27,245,2
e3c1bbd1694,2022,Acura,TLX Type S,Compact,3.0,6,AS10,Z,12.3,9.4,11.0,26,256,2
00988572c53,2022,Porsche,718 Cayman T,Two-seater,2.0,4,AM7,Z,11.2,8.7,10.1,28,236,0
d1e87f32709,2022,Audi,Q5 45 TFSI quattro,SUV: Small,2.0,4,AM7,Z,10.3,8.4,9.4,30,220,2
0028bb0dd1c,2022,Honda,Passport AWD,SUV: Small,3.5,6,AS9,X,12.5,9.8,11.3,25,265,1
5b3aba75c75,2022,Mazda,CX-3,Compact,2.0,4,AS6,X,8.3,6.9,7.7,37,179,1
f6912b15fd6,2022,Chrysler,300 AWD,Full-size,3.6,6,A8,X,12.8,8.7,11.0,26,258,2
92b4315407d,2022,Ford,Expedition 4X4 (Without Stop-Start),SUV: Standard,3.5,6,AS10,X,15.4,11.2,13.5,21,317,3
ed958854b6d,2022,MINI,Cooper 3 Door,Subcompact,1.5,3,M6,Z,8.7,6.3,7.6,37,177,4
9ccedbf55c5,2022,Lamborghini,Huracan evo Coupe AWD,Two-seater,5.2,10,AM7,Z,18.0,12.9,15.7,18,370,0
2da27475ef7,2022,Lexus,RC 350 AWD,Subcompact,3.5,6,AS6,Z,12.2,9.0,10.8,26,253,2
07dff0d66dd,2022,Mercedes-Benz,AMG GLE 53 4MATIC+ SUV,SUV: Standard,3.0,6,A9,Z,13.4,10.6,12.1,23,283,3
7b2c5aa66eb,2022,Mercedes-Benz,CLA 250 4MATIC Coupe,Compact,2.0,4,AM7,Z,9.8,7.0,8.6,33,200,2
46f3a5c3a67,2022,Dodge,Challenger AWD,Mid-size,3.6,6,A8,X,12.8,8.7,11.0,26,258,2
df1996acd5f,2022,Lexus,IS 350 AWD,Compact,3.5,6,AS6,Z,12.2,9.0,10.8,26,253,2
c79fe370cc6,2022,Ford,Escape,SUV: Small,1.5,3,A8,X,8.5,6.8,7.8,36,182,4
23b019846f7,2022,GMC,Sierra 4WD Mud Terrain Tire (No Stop-Start),Pickup truck: Standard,6.2,8,A10,Z,18.2,14.2,16.4,17,385,3
b48f36be06b,2022,Cadillac,CT4-V AWD,Compact,2.7,4,AS10,Z,12.0,8.4,10.4,27,244,3
4bfec893e65,2022,Nissan,Rogue AWD,SUV: Small,2.5,4,AV8,X,9.2,7.2,8.3,34,195,4
420300062dc,2022,Maserati,Ghibli Modena AWD,Mid-size,3.0,6,A8,Z,14.8,9.8,12.6,22,293,1
c6a30e58cfc,2022,Ram,1500 Classic,Pickup truck: Standard,5.7,8,A8,X,15.9,11.1,13.7,21,323,1
2feb7b52032,2022,Kia,Niro,Station wagon: Small,1.6,4,AM6,X,4.4,4.9,4.6,61,110,4
1efa8989d33,2022,Nissan,Sentra,Mid-size,2.0,4,M6,X,9.2,6.2,7.9,36,185,4
a80b9d816ed,2022,Infiniti,Q60 AWD,Subcompact,3.0,6,AS7,Z,12.3,8.7,10.7,26,252,1
e5ef3fe0900,2022,Cadillac,CT4 AWD,Compact,2.0,4,AS8,Z,10.5,7.6,9.2,31,216,4
54183d65ae6,2022,Cadillac,CT4,Compact,2.7,4,AS10,Z,11.0,7.6,9.5,30,221,3
e0a0d706d76,2022,Mercedes-Benz,CLS 450 4MATIC Coupe,Compact,3.0,6,A9,Z,11.1,8.2,9.8,29,229,3
47892813731,2022,Toyota,Corolla XLE,Compact,1.8,4,AV,X,8.1,6.3,7.3,39,170,2
e0cd3c901a4,2022,Mercedes-Benz,Metris Cargo Van,Special purpose vehicle,2.0,4,A9,Z,12.6,10.1,11.5,25,267,3
5d69639b806,2022,Mazda,CX-5 Turbo 4WD,SUV: Small,2.5,4,AS6,X,10.8,8.7,9.8,29,230,2
02c81da9baf,2022,Ford,Mustang,Subcompact,5.0,8,AS10,X,15.2,9.7,12.7,22,298,1
b00f7a4d155,2022,Hyundai,IONIQ,Full-size,1.6,4,AM6,X,4.3,4.1,4.2,67,99,4
742268392da,2022,Ford,F-150 4X4 FFV,Pickup truck: Standard,3.3,6,AS10,E,17.3,13.1,15.4,18,256,3
a11e2f992c9,2022,Chevrolet,Colorado 4WD,Pickup truck: Small,2.5,4,A6,X,12.6,9.9,11.4,25,267,3
51e6a5a9b0e,2022,BMW,X5 M Competition,SUV: Standard,4.4,8,AS8,Z,17.9,13.0,15.7,18,364,1
07f57c37ba9,2022,Porsche,Cayenne S,SUV: Standard,2.9,6,AS8,Z,14.7,10.6,12.9,22,307,2
2dddffd622e,2022,Lexus,IS 300,Compact,2.0,4,AS6,Z,11.0,7.6,9.5,30,221,2
5b0f154259b,2022,Buick,Envision,SUV: Small,2.0,4,AS9,X,10.0,7.6,8.9,32,209,4
8d0d8e3c5d4,2022,Toyota,Sequoia 4WD,SUV: Standard,5.7,8,AS6,X,18.5,13.9,16.4,17,385,2
3308ddac61d,2022,Chevrolet,Silverado,Pickup truck: Standard,3.0,6,A10,D,10.2,7.5,8.9,32,240,1
4ec05b46f97,2022,Lexus,IS 300 AWD,Compact,3.5,6,AS6,Z,12.2,9.0,10.8,26,253,2
e9de0114dd3,2022,Ford,Bronco 4WD,SUV: Small,2.3,4,AS10,X,12.1,11.2,11.7,24,275,2
221aaf11c7a,2022,Ford,EcoSport AWD,SUV: Small,2.0,4,AS6,X,10.4,8.0,9.3,30,219,2
a98965d6869,2022,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8,A6,E,22.0,16.4,19.5,14,326,1
25e1da6e73c,2022,BMW,X5 M,SUV: Standard,4.4,8,AS8,Z,17.9,13.0,15.7,18,364,1
e618520243a,2022,Chevrolet,Colorado,Pickup truck: Small,2.5,4,A6,X,12.2,9.4,10.9,26,257,3
27dadfb639e,2022,Chevrolet,Silverado 4WD,Pickup truck: Standard,2.7,4,A8,X,13.9,12.0,13.1,22,306,3
5cd5106fb0a,2022,Honda,Civic Hatchback,Full-size,1.5,4,AV7,X,7.7,6.3,7.1,40,166,4
af69dceb365,2022,Chevrolet,Trailblazer AWD,SUV: Small,1.3,3,A9,X,8.9,7.8,8.4,34,197,4
0af3766e8e5,2022,GMC,Terrain,SUV: Small,1.5,4,A9,X,9.2,7.8,8.6,33,202,4
a81c48f66d3,2022,Nissan,Frontier 4WD,Pickup truck: Standard,3.8,6,AS9,X,13.7,10.6,12.3,23,288,2
8fe0b01dad3,2022,Toyota,Tacoma 4WD D-Cab TRD Off-Road/PRO,Pickup truck: Small,3.5,6,M6,X,13.8,11.7,12.9,22,300,2
795928fca1b,2022,Mitsubishi,Outlander 4WD,SUV: Small,2.5,4,AV8,X,9.7,7.9,8.9,32,208,3
9fe6d88ad5c,2022,Ram,1500 Classic,Pickup truck: Standard,3.6,6,A8,X,13.9,9.6,11.9,24,280,1
446260c342c,2022,BMW,X7 xDrive40i,SUV: Standard,3.0,6,AS8,Z,12.1,9.8,11.1,25,256,1
83210501f7d,2022,Lincoln,Navigator 4X4,SUV: Standard,3.5,6,AS10,X,15.2,10.8,13.2,21,311,3
55f27a7ed4a,2022,GMC,Sierra 4WD Mud Terrain Tire FFV,Pickup truck: Standard,5.3,8,A6,E,23.1,19.6,21.5,13,358,1
ec552330b1c,2022,Porsche,911 Carrera GTS Cabriolet,Minicompact,3.0,6,AM8,Z,13.8,10.2,12.2,23,289,2
05277e819ba,2022,Mitsubishi,RVR 4WD,SUV: Small,2.0,4,AV6,X,10.1,8.2,9.2,31,213,2
5af4d4ce0e5,2022,Subaru,Legacy AWD,Full-size,2.5,4,AV8,X,8.8,6.7,7.8,36,184,4
459433c4b3c,2022,Chevrolet,Silverado 4WD Mud Terrain Tire (No DFM),Pickup truck: Standard,5.3,8,A10,X,18.1,13.8,16.2,17,381,3
bdce8fac851,2022,Maserati,Ghibli Trofeo,Mid-size,3.8,8,A8,Z,17.4,11.9,14.9,19,348,0
8d22e5eb258,2022,Subaru,Outback AWD,SUV: Small,2.5,4,AV8,X,9.0,7.1,8.2,34,192,4
af191a45843,2022,MINI,Cooper S 3 Door,Subcompact,2.0,4,AM7,Z,8.5,6.2,7.5,38,174,4
36e8ada80cc,2022,Porsche,718 Cayman,Two-seater,2.0,4,M6,Z,11.7,8.9,10.5,27,245,0
702278583f0,2022,Toyota,4Runner 4WD,SUV: Standard,4.0,6,AS5,X,14.9,12.6,13.8,20,323,2
9ceac2a647a,2022,Lexus,RC F,Subcompact,5.0,8,AS8,Z,14.4,9.6,12.2,23,285,2
3f241b3ad56,2022,Toyota,GR86,Minicompact,2.4,4,M6,Z,11.9,8.7,10.5,27,246,1
7c354153eaa,2022,Porsche,911 Carrera S,Minicompact,3.0,6,AM8,Z,12.9,10.2,11.7,24,274,2
619a8d391b3,2022,GMC,Canyon 4WD,Pickup truck: Small,2.5,4,A6,X,12.6,9.9,11.4,25,267,3
20b18eceb9a,2022,Volkswagen,Atlas 4MOTION,SUV: Small,3.6,6,AS8,X,13.8,10.2,12.2,23,286,2
f6735e1ec82,2022,Jeep,Cherokee,SUV: Small,3.2,6,A9,X,11.9,8.2,10.2,28,240,2
5131c5d203d,2022,Dodge,Challenger SRT Hellcat Widebody,Mid-size,6.2,8,A8,Z,18.6,11.3,15.3,18,359,0
1227eda3c9c,2022,Porsche,911 Carrera 4,Minicompact,3.0,6,AM8,Z,13.1,9.8,11.6,24,275,2
6301a59a9bd,2022,Honda,Civic Hatchback,Full-size,2.0,4,M6,X,9.1,6.6,8.0,35,186,3
ac5e6fc1f93,2022,Jaguar,F-PACE P250,SUV: Small,2.0,4,AS8,Z,10.7,8.8,9.9,29,227,4
a43b516fc10,2022,BMW,X2 M35i,SUV: Small,2.0,4,AS8,Z,9.9,7.6,8.9,32,207,1
b59cd28b9f4,2022,Mercedes-Benz,AMG GLC 43 4MATIC SUV,SUV: Small,3.0,6,A9,Z,12.9,9.3,11.3,25,264,2
221218dcd58,2022,Chevrolet,Suburban 4WD,SUV: Standard,5.3,8,A10,X,15.9,12.4,14.3,20,336,3
eb1828b9731,2022,Porsche,Panamera 4S ST,Full-size,2.9,6,AM8,Z,13.8,10.2,12.2,23,292,2
67e4c541b06,2022,Lexus,GX 460,SUV: Standard,4.6,8,AS6,Z,16.2,12.3,14.5,19,337,1
db365d060ab,2022,Mazda,Mazda3 5-Door Turbo 4WD,Mid-size,2.5,4,AS6,X,10.1,7.5,8.9,32,209,2
26f5e5e3874,2022,Genesis,G80 AWD,Full-size,3.5,6,AS8,Z,14.8,9.9,12.6,22,298,2
ab9ecfc3d70,2022,Volkswagen,Jetta GLI,Compact,2.0,4,AM7,X,9.0,6.5,7.9,36,185,4
a245922a00a,2022,Porsche,911 Targa 4S,Minicompact,3.0,6,AM8,Z,13.1,10.2,11.8,24,274,2
c97acf67b23,2022,Chevrolet,Suburban 4WD (No Stop-Start),SUV: Standard,5.3,8,A10,X,17.0,12.7,15.1,19,354,3
248c1e56df9,2022,Nissan,Rogue,SUV: Small,2.5,4,AV8,X,9.0,7.1,8.1,35,190,4
7fb2883b69b,2022,Mercedes-Benz,AMG A 35 4MATIC Sedan,Subcompact,2.0,4,AM7,Z,10.8,7.9,9.5,30,221,2
0520a9e26fe,2022,Ford,F-150,Pickup truck: Standard,3.5,6,AS10,X,13.1,9.9,11.7,24,275,3
fd0e5fa5ace,2022,Maserati,Quattroporte Modena,Full-size,3.0,6,A8,Z,14.4,9.3,12.1,23,281,1
6e0269a7b1d,2022,GMC,Sierra 4WD Mud Terrain Tire (No DFM),Pickup truck: Standard,5.3,8,A10,X,18.1,13.8,16.2,17,381,3
b3c9e705e84,2022,Toyota,Prius AWD,Mid-size,1.8,4,AV,X,4.6,5.0,4.8,59,111,4
b5857f02b49,2022,Mercedes-Benz,E 450 4MATIC All-Terrain Wagon,Station wagon: Mid-size,3.0,6,A9,Z,11.0,8.3,9.8,29,229,3
df89a915aa1,2022,Ford,Ranger 4WD,Pickup truck: Standard,2.3,4,AS10,X,11.9,9.7,10.9,26,256,3
3d3bb78155f,2022,Dodge,Challenger (MDS),Mid-size,5.7,8,A8,X,14.7,9.4,12.3,23,289,1
cb725c174b9,2022,MINI,John Cooper Works Clubman ALL4,Mid-size,2.0,4,AS8,Z,10.1,7.6,9.0,31,210,1
d9e8f9f3e16,2022,Lexus,RX 450h AWD,SUV: Standard,3.5,6,AV6,Z,7.5,8.4,7.9,36,185,4
31a9fc1d96c,2022,Lincoln,Corsair AWD,SUV: Small,2.0,4,AS8,X,11.1,8.1,9.8,29,229,2
288c7a48dea,2022,Ford,Bronco Badlands 4WD,SUV: Small,2.3,4,AS10,X,13.5,14.0,13.7,21,323,2
338c00445d2,2022,Genesis,GV70 AWD,SUV: Small,3.5,6,AS8,Z,12.9,10.0,11.6,24,275,2
1315fc796ef,2022,GMC,Canyon,Pickup truck: Small,2.8,4,A6,D,11.8,7.9,10.1,28,270,1
703b6ac117a,2022,Chevrolet,Silverado 4WD Mud Terrain Tire (No Stop-Start),Pickup truck: Standard,6.2,8,A10,Z,18.2,14.2,16.4,17,385,3
933b0579c57,2022,Toyota,RAV4 AWD,SUV: Small,2.5,4,AS8,X,9.5,7.1,8.4,34,198,3
0f93f6fabdb,2022,Porsche,911 Carrera GTS,Minicompact,3.0,6,AM8,Z,13.8,10.1,12.1,23,289,2
0de6c670637,2022,Hyundai,Santa Fe AWD,SUV: Small,2.5,4,AM8,X,11.0,8.5,9.9,29,233,2
13fdc55251c,2022,Ford,Mustang (High Performance),Subcompact,2.3,4,M6,X,11.9,8.7,10.5,27,246,2
eeec8211418,2022,Jaguar,F-TYPE R Coupe AWD,Two-seater,5.0,8,AS8,Z,15.2,9.8,12.7,22,299,1
b994414dfe9,2022,Maserati,Ghibli Modena,Mid-size,3.0,6,A8,Z,13.4,9.4,11.6,24,271,1
1c2417c6049,2022,Volkswagen,Tiguan R-Line 4MOTION,SUV: Small,2.0,4,AS8,X,11.0,8.3,9.8,29,229,4
4884b92e12f,2022,Toyota,Camry Hybrid LE,Mid-size,2.5,4,AV,X,4.9,4.8,4.9,58,113,4
c8226c4103b,2022,Subaru,Crosstrek AWD,SUV: Small,2.5,4,AV8,X,8.8,7.0,8.0,35,188,4
4c788388928,2022,Lexus,NX 350 AWD,SUV: Small,2.4,4,AS8,Z,10.5,8.3,9.5,30,221,4
05ee3bcab56,2022,Porsche,Cayenne GTS,SUV: Standard,4.0,8,AS8,Z,15.8,12.3,14.2,20,331,1
